1272, 203.338851, -203.111373, 1.578125, 359.526367, 22, 2 ; // Pizza Blueberry (dugi)
1272, -2336.397460, -166.919891, 35.554687, 89.161506, 47, 2 ; // South SF BurgerShot (Damian)
1272, 172.669723, 1176.409179, 14.764543, 328.506103, 130, 2 ; // Cluckin Bell Fort Carson (dugi)
1272, -2624.398925, 1411.984985, 7.093750, 16.604684, 54, 2 ; // Pleasure Dome SF (Kye)
1272, 2332.967041, 75.052017, 26.620975, 91.960708, 22, 2 ; // Pizza Palomino Creek (dugi)
1272, 1367.071044, 248.593109, 19.566932, 245.808715, 22, 2 ; // Pizza Montgomery (dugi)
1272, 810.959289, -1616.228393, 13.546875, 84.417098, 47, 2 ; // Burger Shot LS
1272, 2366.433105, 2071.120605, 10.820312, 270.745697, 47, 2 ; // Burger Shot LV (dugi)
1272, 2472.081542, 2034.191772, 11.062500, 270.432434, 47, 2 ; // Burger Shot LV (dugi)
1272, 2393.012207, 2043.314697, 10.820312, 180.865066, 130, 2 ; // Cluckin Bell LV (dugi)
1272, 2846.259521, 2414.882568, 11.068956, 43.913692, 130, 2 ; // Cluckin Bell LV (dugi)
1272, 2756.376708, 2476.747314, 11.062500, 319.626251, 22, 2 ; // Pizza LV (dugi)
1272, 2885.277587, 2453.478271, 11.068956, 49.530166, 98, 2 ; // 24/7 LV (dugi)
1272, -2242.484130, 128.449966, 35.320312, 271.954223, 121, 2 ; // Zero's RC (dugi)
1272, -2442.768310, 754.327941, 35.171875, 0.069979, 20, 2 ; // 24/7 SF (dugi)
1272, 1631.911132, -1172.027099, 24.078125, 180.096817, 4, 2 ; // Inside Track LS (dugi)
1272, 1289.185424, 270.880920, 19.554687, 58.704734, 4, 2 ; // Inside Track Montgomery (dugi)
1272, 1038.215576, -1339.617309, 13.726562, 171.631546, 23, 2 ; // Doughnut Shop LS (Damian)
1272, 2094.657714, 2122.192871, 10.820312, 358.659179, 18, 2 ; // Tattoo parlor LV (dugi)
1272, 2085.687255, 2074.024902, 11.054687, 90.405708, 17, 2 ; // Sex Shop LV (dugi)
1272, 693.628173, 1966.920166, 5.539062, 7.975008, 6, 2 ; // Strip Club Bone County (dugi)
1272, 1158.547973, 2072.261474, 11.062500, 89.872474, 47, 2 ; // Burger Shot LV (dugi)
1272, 2170.229003, 2795.691894, 10.820312, 85.485740, 47, 2 ; // Burger Shot LV (dugi)
1272, 2330.606201, 2532.529785, 10.820312, 359.255584, 22, 2 ; // Pizza LV (dugi)
1272, 2825.737060, 2407.213623, 11.062500, 312.545074, 16, 2 ; // Pro Laps LV (dugi)
1272, 2802.501220, 2430.280273, 11.062500, 318.185119, 25, 2 ; // Victim LV (dugi)
1272, 2779.359375, 2453.658691, 11.062500, 314.425018, 33, 2 ; // Suburban LV (dugi)
1272, 2102.554687, 2228.759033, 11.023437, 97.608024, 130, 2 ; // Cluckin Bell LV (dugi)
1272, 2102.572265, 2257.474365, 11.023437, 93.221321, 80, 2 ; // Binco LV (dugi)
1272, 2097.767578, 2223.978515, 11.023437, 3.920505, 125, 2 ; // 24/7 LV (dugi)
1272, 2090.559570, 2224.423828, 11.023437, 4.860523, 53, 2 ; // Zip LV (dugi)
1272, 2194.563720, 1991.017944, 12.296875, 270.419586, 125, 2 ; // 24/7 LV (dugi)
1272, 2452.393310, 2064.608154, 10.820312, 0.861728, 125, 2 ; // 24/7 LV (dugi)
1272, 2441.232421, 2064.397949, 10.820312, 2.428423, 139, 2 ; // Craw Bar LV (dugi)
1272, 2080.458740, 2121.975341, 10.812517, 4.778643, 13, 2 ; // Barber Shop LV (dugi)
1272, -2571.014892, 246.275955, 10.185619, 39.503566, 13, 2 ; // Barber Shop SF (dugi)
1272, -2492.447998, -38.669422, 25.765625, 264.432312, 19, 2 ; // Tattoo shop SF (dugi)
1272, -2492.282470, -29.028230, 25.765625, 267.565582, 33, 2 ; // SubUrban SF (dugi)
1272, -1883.063476, 865.582031, 35.172843, 321.459350, 53, 2 ; // Zip SF (dugi)
1272, -1693.950805, 950.370056, 24.890625, 317.699249, 25, 2 ; // Victim SF (dugi)
1272, -2374.904052, 910.287475, 45.445312, 260.865631, 80, 2 ; // Binco SF (dugi)
1272, 2069.536621, -1779.876708, 13.559158, 85.397308, 66, 2 ; // Tatto parlor LS (dugi)
1272, 2071.437255, -1793.805786, 13.553277, 89.807350, 13, 2 ; // Barber Shop LS (dugi)
1272, 2104.495605, -1806.595214, 13.554687, 271.855743, 22, 2 ; // Pizza LS (dugi)
1272, 453.227142, -1478.244018, 30.812078, 289.547210, 61, 2 ; // Didier Sachs LS (dugi)
1272, 1368.388671, -1279.795898, 13.546875, 273.337646, 32, 2 ; // ammunation LS (damo)
1272, 2397.941406, -1898.133666, 13.546875, 182.602310, 130, 2 ; // cluckin' bell
1272, -1561.987426, -2733.466552, 48.743457, 55.909801, 52, 2 ; // 24/7 dugi
1272, 2781.348144, -1814.231079, 11.843750, 218.271469, 39, 2 ; // Los Santos Forum
1272, -2093.248046, -2464.454589, 30.625000, 141.188079, 122, 2 ; // ammunation dugi
1272, 1975.763061, -2036.651611, 13.546875, 97.980766, 66, 2 ; // Tatoo
1272, 1941.082763, -2116.011474, 13.695312, 91.825485, 17, 2 ; // Sex Shop
1272, 1832.444946, -1842.604736, 13.578125, 271.837738, 20, 2 ; // 24/7
1272, 2158.767333, 943.083129, 10.820312, 108.761138, 96, 2 ; // Ammunation LV G-sTyLeZzZ
1272, 2638.084228, 1849.809326, 11.023437, 272.709197, 22, 2 ; // Pizza Stack dugi
1272, -143.945327, 1224.217529, 19.899219, 4.773241, 23, 2 ; // Rusty Brown's Donuts dugi
1272, 1969.270507, 2294.182617, 16.455863, 5.230399, 29, 2 ; // LV Gym G-sTyLeZzZ
1272, 1937.173583, 2307.304931, 10.820312, 5.076000, 20, 2 ; // 24/7 G-sTyLeZzZ
1272, -1508.861572, 2609.611572, 55.835937, 1.487694, 123, 2 ; // ammunation dugi
1272, 2247.947509, 2397.572998, 10.820312, 3.952800, 125, 2 ; // 24/7 G-sTyLeZzZ
1272, 2722.694335, -2026.645629, 13.547199, 270.978393, 13, 2 ; // Barber Shop in Playa Del Seville (kenny01)
1272, 2538.900878, 2084.042968, 10.820312, 268.005279, 96, 2 ; // ammunation dugi
1272, 823.392944, -1588.984252, 13.554450, 323.977264, 13, 2 ; // Barber Shop in Marina (kenny01)
1272, 480.237731, -1536.156005, 19.538208, 117.396995, 16, 2 ; // Clothing Shop in Rodeo (KingJ)
1272, -2767.562500, 788.794433, 52.781250, 92.500892, 23, 2 ; // donuts (dugi)
1272, -2551.652832, 193.638565, 6.190325, 284.976623, 64, 2 ; // bar dugi
1272, 1070.058349, -1221.396118, 16.890625, 265.590789, 16, 2 ; // Clothing Shop in Market (KingJ)
1272, 811.207946, -1060.040649, 24.946811, 200.403091, 5, 2 ; // Video Shop in Vinewood (KingJ)
1272, 499.961059, -1359.307128, 16.257724, 164.398086, 16, 2 ; // Pro-Laps in Rodeo (kenny01)
1272, 460.946624, -1500.953002, 31.058170, 280.210174, 25, 2 ; // Victim in Rodeo (kenny01)
1272, 681.296936, -474.303710, 16.536296, 2.417713, 75, 2 ; // The Welcome Pump in Dillimore (KingJ)
1272, 2244.590820, -1664.513061, 15.476562, 167.776901, 80, 2 ; // Binco in Ganton (kenny01)
1272, 674.178527, -497.001251, 16.335937, 96.858970, 108, 2 ; // Barber Shop in Dillimore (KingJ)
1272, 661.015319, -573.572692, 16.335937, 261.773193, 86, 2 ; // Dillimore Gas Station (KingJ)
1272, 2354.133056, -1512.185668, 24.000000, 320.673034, 87, 2 ; // Mexican Inn (kenny01)
1272, -2626.432128, 209.431488, 4.601754, 0.752900, 32, 2 ; // Ammu SF Kye
1272, 2400.531738, -1980.582885, 13.546875, 175.231292, 122, 2 ; // ammu south LS Kye
1272, 778.146789, 1871.564575, 4.907619, 90.455406, 122, 2 ; // ammu bone Kye
1272, -314.774688, 829.901977, 14.242187, 95.132049, 122, 2 ; // ammu bone Kye
1272, 241.099655, -178.363815, 1.578125, 265.502624, 96, 2 ; // Ammu blueberry Kye
1272, 2334.055664, 61.541301, 26.484687, 177.983642, 122, 2 ; // Ammu Kye
1272, 1481.034667, -1770.273193, 18.795755, 174.243774, 14, 2 ; // LS City Dept (Kye)
