1273, 2228.889648, 654.424926, 11.460937, 3.462363, 114, 1 ; // LV Damian
1273, 2177.743408, 735.305053, 11.460937, 2.622516, 78, 1 ; // LV House (LnX)
1273, 2178.136230, 655.406799, 11.460937, 8.342191, 114, 1 ; // LV House Kye
1273, 2123.552246, 652.331848, 11.460937, 158.371978, 78, 1 ; // LV house Zero
1273, 2120.885498, 694.305236, 11.453125, 27.063673, 67, 1 ; // house LV (G-sTyLeZzZ)
1273, 2094.286865, 651.581237, 11.460937, 154.298599, 67, 1 ; // LV house Zero
1273, 2167.506103, 772.304321, 11.460937, 265.815429, 67, 1 ; // LV House (LnX)
1273, 2090.029785, 692.630737, 11.460937, 333.483184, 114, 1 ; // house LV (G-sTyLeZzZ)
1273, 2069.332275, 695.559570, 11.468292, 35.414485, 67, 1 ; // LV House Kye
1273, 2065.349121, 651.380493, 11.468292, 197.225723, 68, 1 ; // LV house Zero
1273, 2043.601318, 652.595214, 11.460937, 162.132064, 114, 1 ; // LV house Zero
1273, 2040.646484, 695.652099, 11.453125, 19.622365, 68, 1 ; // LV House Kye
1273, 2011.528808, 694.625000, 11.460937, 2.289265, 78, 1 ; // LV Damian
1273, 2014.208251, 651.651611, 11.460937, 205.038665, 68, 1 ; // House LV (G-sTyLeZzZ)
1273, 2122.496826, 732.888610, 11.460937, 182.564208, 68, 1 ; // LV House (LnX)
1273, 2042.426513, 732.610412, 11.460937, 184.402526, 68, 1 ; // LV house Zero
1273, 2013.497558, 773.354125, 11.460937, 323.793151, 114, 1 ; // House LV (G-sTyLeZzZ)
1273, 2064.762695, 730.806030, 11.468292, 195.995971, 114, 1 ; // LV house Zero
1273, 2043.390991, 775.424621, 11.453125, 4.938606, 67, 1 ; // LV Damian
1273, 2094.222412, 774.343688, 11.453125, 0.383321, 114, 1 ; //
1273, 2093.200195, 731.466735, 11.453125, 186.282638, 67, 1 ; // LV house Zero
1273, 2073.364501, 774.111022, 11.460479, 124.920562, 67, 1 ; // House LV (G-sTyLeZzZ)
1273, 2123.398193, 774.684936, 11.445312, 359.118041, 114, 1 ; // LV House (LnX)
1273, 1845.072021, 718.683532, 11.468292, 88.770080, 68, 1 ; //
1273, 1846.557617, 741.209411, 11.460937, 74.151039, 67, 1 ; // LV House Kye
1273, 1845.254028, 690.453979, 11.453125, 101.787376, 67, 1 ; // LV House Kye
1273, 1846.479003, 661.228088, 11.460937, 92.506767, 67, 1 ; //
1273, 2018.026245, 2663.991210, 11.054918, 15.468196, 114, 1 ; // LV House Zero
1273, 1275.176757, 2522.445312, 10.820312, 90.000015, 69, 1 ; //
1273, 1270.531005, 2554.491943, 10.820312, 91.566696, 113, 1 ; //
1273, 1363.649902, 2525.360595, 10.820312, 92.749183, 115, 1 ; // LV Rich area Kye
1273, 1969.894653, 2722.990722, 10.820312, 179.226913, 78, 1 ; // LV House (LnX)
1273, 1406.890136, 2524.715576, 10.820312, 273.230895, 113, 1 ; // LV Rich area Kye
1273, 2037.336181, 2723.302978, 10.820312, 175.803634, 67, 1 ; // LV House (LnX)
1273, 1359.510498, 2567.368408, 10.820312, 189.593490, 101, 1 ; // LV Rich area Kye
1273, 1344.430419, 2609.381103, 11.054918, 8.013926, 78, 1 ; // LV House Zero
1273, 1272.448486, 2564.493408, 10.820312, 88.746650, 101, 1 ; //
1273, 1349.822631, 2568.807617, 10.820312, 176.057281, 113, 1 ; // LV Rich area Kye
1273, 1325.734252, 2568.900390, 10.820312, 178.313217, 69, 1 ; // LV Rich area Kye
1273, 1313.819946, 2609.700683, 11.054918, 2.060562, 68, 1 ; // LV House Zero
1273, 2018.687622, 2763.154296, 10.820312, 356.286560, 69, 1 ; // House LV (G-sTyLeZzZ)
1273, 1998.540283, 2725.872070, 10.820312, 184.970031, 68, 1 ; // LV House (LnX)
1273, 1315.996582, 2524.513183, 10.820312, 269.204895, 115, 1 ; //
1273, 1225.387329, 2584.848632, 10.820312, 90.313278, 69, 1 ; //
1273, 1224.217163, 2616.902587, 10.820312, 97.724426, 69, 1 ; // LV Rich area Kye
1273, 1967.444824, 2761.809326, 10.820312, 357.226593, 115, 1 ; // House LV (G-sTyLeZzZ)
1273, 1931.476562, 2725.673095, 10.820312, 174.574920, 69, 1 ; // House LV (G-sTyLeZzZ)
1273, 1735.812622, 2694.982177, 10.820312, 182.306198, 113, 1 ; // LV House (LnX)
1273, 1703.598754, 2691.351318, 10.820312, 176.039428, 69, 1 ; // LV House (LnX)
1273, 1417.925292, 2567.529541, 10.820312, 180.070266, 113, 1 ; // North LV Damian
1273, 1441.614990, 2568.206542, 10.820312, 181.494308, 69, 1 ; //
1273, 1678.395019, 2693.609863, 10.820312, 176.589813, 115, 1 ; // LV House (LnX)
1273, 1451.328613, 2566.054931, 10.820312, 181.807647, 101, 1 ; //
1273, 1503.332763, 2567.950683, 10.820312, 176.235076, 115, 1 ; // LV Rich area Kye
1273, 1500.354736, 2535.280761, 10.820312, 273.302032, 115, 1 ; //
1273, 1652.377197, 2711.319824, 10.820312, 180.449371, 101, 1 ; // LV House (LnX)
1273, 1454.481323, 2525.556396, 10.820312, 87.493606, 119, 1 ; //
1273, 1627.051635, 2713.507568, 10.820312, 179.291137, 113, 1 ; // LV House (LnX)
1273, 1513.327026, 2565.617187, 10.826543, 184.513748, 69, 1 ; // North LV Damian
1273, 1601.040161, 2711.831054, 10.820312, 178.037750, 69, 1 ; // LV House (LnX)
1273, 1551.541625, 2568.360351, 10.820312, 180.183090, 101, 1 ; // LV Rich area Kye
1273, 1596.451660, 2568.267333, 10.820312, 180.531066, 69, 1 ; //
1273, 1564.606445, 2565.953369, 10.826543, 180.544830, 115, 1 ; // North LV Damian
1273, 1623.385864, 2568.158935, 10.820312, 179.591079, 101, 1 ; //
1273, 1579.990478, 2711.916015, 10.820312, 182.180740, 115, 1 ; // LV House (LnX)
1273, 1570.285522, 2711.880371, 10.820312, 179.618988, 101, 1 ; // LV Rich area Kye
1273, 1599.433837, 2753.685546, 10.820312, 359.842376, 101, 1 ; // LV House (LnX)
1273, 1588.414306, 2798.134033, 10.820312, 179.956771, 101, 1 ; //
1273, 1550.599975, 2845.106445, 10.820312, 0.664718, 113, 1 ; // LV Rich area Kye
1273, 1575.859252, 2842.390625, 10.820312, 359.244812, 115, 1 ; // LV house Zero
1273, 1664.808349, 2844.814697, 10.820312, 1.041683, 69, 1 ; //
1273, 1622.730346, 2844.807861, 10.820312, 0.664663, 113, 1 ; // LV Rich area Kye
1273, 1632.691040, 2843.818115, 10.820312, 358.281433, 69, 1 ; // LV house Zero
1273, 1601.832031, 2845.577880, 10.826543, 3.658341, 101, 1 ; // North LV Damian
1273, 2039.635131, 2764.448242, 10.820312, 1.700857, 113, 1 ; // LV Rich area Kye
1273, 2049.612304, 2763.866943, 10.820312, 359.853332, 115, 1 ; // North LV Damian
1273, 1929.038330, 2774.320800, 10.820312, 269.179656, 115, 1 ; //
1273, 1331.612548, -632.414733, 109.134902, 203.760437, 68, 1 ; //
1273, 1111.293090, -742.112792, 100.132926, 276.728576, 115, 1 ; // (LnX)
1273, 1095.013549, -646.736450, 113.648437, 175.916549, 119, 1 ; //
1273, 980.409179, -677.253051, 121.976257, 214.594116, 115, 1 ; //
1273, 1034.237426, -812.036865, 101.851562, 213.788665, 101, 1 ; // LV mans Kye
1273, 1045.015380, -642.206787, 120.117187, 191.720535, 101, 1 ; //
1273, 1017.052673, -762.317504, 112.563018, 174.556472, 101, 1 ; // LV mans Kye
1273, 836.253234, -894.453857, 68.768898, 148.157455, 115, 1 ; // Vinewood Damian
1273, 977.552856, -769.945251, 112.202629, 188.467178, 106, 1 ; // Mas LS Kye
1273, 909.618469, -816.779418, 103.126029, 205.214096, 101, 1 ; // Mas LS Kye
1273, 937.126892, -847.384887, 93.794326, 210.125564, 67, 1 ; // Mas Area LS Kye
1273, 989.786315, -828.664184, 95.468574, 208.749374, 101, 1 ; // Mas Area LS Kye
1273, 945.673278, -709.558959, 122.210937, 206.872573, 67, 1 ; // LS mansion (LnX)
1273, 725.143920, -998.932495, 52.734375, 63.610900, 114, 1 ; // JaTochNietDan || LS Mansion Area
1273, 558.894897, -1075.639648, 72.921989, 349.237213, 115, 1 ; // ls mans Kye
1273, 497.743774, -1094.264892, 82.359191, 8.330499, 101, 1 ; // ls mans area Kye
1273, 432.875518, -1137.894287, 73.716911, 149.434005, 101, 1 ; // ls mans area Kye
1273, 416.344238, -1154.672729, 76.687614, 326.929443, 101, 1 ; // ls mans area Kye
1273, 646.717529, -1057.223999, 52.579917, 233.240234, 101, 1 ; // LS Mansion (LnX)
1273, 671.226074, -1019.315063, 55.759605, 243.434051, 101, 1 ; // LS Mansion (LnX)
1273, 699.908508, -1059.997314, 49.421691, 240.409179, 135, 1 ; // JaTochNietDan || LS Mansion Area
1273, 351.905242, -1197.254028, 76.515625, 221.045486, 101, 1 ; // ls mans area Kye
1273, 645.366394, -1117.179931, 44.207038, 244.135498, 68, 1 ; // LS mansion (LnX)
1273, 398.212097, -1271.106567, 50.019790, 26.977687, 135, 1 ; // JaTochNietDan || LS Mansion Area
