587,2460.3796,918.7192,10.5355,90.4611,53,1 ; 
535,2455.4519,1275.5571,10.5843,270.0745,28,1 ; 
603,2389.2190,1658.2742,10.4453,358.7758,60,1 ; 
560,2039.5767,1560.1608,10.3773,179.5952,9,39 ; 
545,2075.7207,1482.4139,10.4829,359.4229,44,96 ; 
579,2168.6729,1412.4142,10.7456,179.3802,53,53 ; 
581,2353.1150,1405.4800,10.4148,272.0892,66,1 ; 
477,2352.6646,1436.9703,10.5496,269.3466,75,1 ; 
603,2300.3599,1466.0364,10.4462,90.1237,53,53 ; 
558,2300.8755,1458.6439,10.4778,90.3777,92,1 ; 
480,2292.5034,1454.7678,13.8155,270.6444,68,1 ; 
558,2285.8660,1518.0089,16.9278,0.2348,77,1 ; 
521,2351.9590,1487.6743,17.7851,268.5520,92,3 ; 
516,2322.5889,1423.0115,22.1984,89.6001,122,1 ; 
579,2352.2910,1472.8545,32.0779,268.4590,28,119 ; 
418,2332.3298,1387.9061,36.5387,179.0473,64,64 ; 
477,2293.1245,1455.2216,39.5112,270.0951,22,1 ; 
461,2279.1494,1387.7222,42.4054,181.3635,61,1 ; 
451,2351.6416,1415.7268,42.5269,269.3744,123,123 ; 
448,2631.0559,1845.8617,10.4164,264.5009,3,6 ; 
561,2632.0137,1858.2656,10.6989,270.9765,113,1 ; 
477,2602.6128,1846.6437,10.5729,90.5212,121,1 ; 
479,2631.2253,1794.8120,10.6166,270.0366,60,35 ; 
581,2600.0813,1691.2465,10.4108,89.1784,36,1 ; 
496,2631.7998,1681.1658,10.4784,271.2010,31,31 ;
402,2214.7441,1512.2836,10.6519,269.6815,39,39 ; 
410,2038.7775,1588.8407,10.3258,179.6040,10,1 ; 
418,1742.2191,1906.1680,10.9136,90.2075,117,227 ; 
420,1731.2715,1974.9578,10.5994,273.0416,6,1 ; 
437,1736.9500,1878.4280,10.9183,269.9015,47,74 ; 
429,1702.7047,1804.3766,10.5000,359.9712,1,2 ; 
421,1602.3925,1839.9454,10.7028,178.4762,36,1 ; 
402,1471.5049,1928.6152,11.1104,91.6437,22,22 ; 
482,1450.1931,2017.9884,10.9038,90.8726,91,1 ; 
426,1453.9977,1957.7761,10.9630,179.0628,62,62 ; 
436,1368.7289,2020.8182,11.2117,88.9614,92,1 ; 
483,1117.3785,2112.5374,10.8094,0.4216,1,31 ; 
498,1049.3367,2135.9788,10.8916,87.9624,20,117 ; 
530,980.7039,2060.1577,10.5856,159.6553,114,1 ; 
542,1023.1682,2019.7904,10.9840,272.4500,31,93 ; 
554,991.6675,1886.8708,11.3290,270.6092,15,32 ; 
558,984.5507,1719.9063,8.2853,270.4343,24,1 ; 
522,949.3912,1662.1198,8.4159,269.5886,6,25 ; 
541,1113.0669,1726.9880,10.4451,179.9989,22,1 ; 
521,1024.1970,1724.4652,10.3911,93.4605,92,3 ; 
506,1041.7158,1357.1357,10.5246,85.3610,7,7 ; 
500,1042.7311,1346.4717,10.9230,81.1408,28,119 ; 
496,979.9923,1080.0503,10.5293,91.2658,53,56 ; 
482,979.7035,1104.7273,10.9448,90.7615,71,71 ; 
414,1425.6675,1039.2936,10.4327,90.1854,102,65 ; 
414,1451.7877,976.0687,10.4987,0.3869,67,1 ; 
410,2004.4067,735.3056,11.0296,180.8574,9,1 ; 
418,2168.8989,695.7342,11.4583,182.7091,117,227 ; 
429,2362.0627,731.0701,11.0945,0.1727,1,3 ; 
439,2362.4011,648.3926,11.2058,358.5358,43,21 ; 
460,2358.0769,519.0576,1.7602,270.6638,17,23 ; 
493,2292.9006,518.9941,-0.2127,269.6579,36,13 ; 
496,2086.2354,658.9543,10.8917,180.3410,66,72 ; 
506,1916.4235,698.4152,10.5369,359.5925,52,52 ; 
516,1852.8835,698.9276,11.0089,92.2719,119,1 ; 
521,1413.7998,772.0428,10.3920,92.6899,87,118 ; 
533,1484.0516,787.6008,10.5294,359.4022,74,1 ; 
545,1535.0472,787.3861,10.6314,0.8390,44,96 ; 
578,1645.1521,740.4365,11.4446,357.8964,1,1 ; 
484,1628.1273,571.8071,0.1587,269.3263,66,36 ; 
477,1544.6929,2132.2334,11.1514,269.0969,101,1 ; 
480,1613.6011,2207.0527,10.5919,271.9736,4,4 ; 
479,1519.2012,2291.0112,10.6331,0.9600,49,23 ; 
419,1340.8719,2246.3386,10.6215,92.0409,21,1 ; 
462,1431.4543,2237.3440,10.6230,267.7669,3,1 ; 
401,1508.7909,2091.1387,10.6953,271.2132,39,39 ; 
439,1068.4608,2185.2996,16.6151,91.1135,25,78 ; 
426,1126.5607,2323.6711,16.4615,90.0850,7,7 ; 
421,1135.4622,2253.0496,16.6012,270.1440,30,1 ; 
419,1115.4999,2310.4092,10.6371,267.7344,33,75 ; 
561,990.2859,2307.3047,11.1294,89.9585,101,101 ; 
400,1108.1198,1903.8445,10.9125,269.1945,113,1 ; 
403,1059.6801,1916.6881,11.4272,0.6038,101,1 ; 
402,2039.0864,1160.6543,10.5033,179.5146,22,22 ; 
411,1844.4286,1209.7379,10.5596,91.1955,116,1 ; 
522,1843.6981,1255.3601,10.3902,89.6382,3,8 ; 
439,1866.8518,1179.2153,10.7348,0.1707,37,78 ; 
587,1552.6906,1025.6267,10.5356,267.4064,66,1 ; 
543,1332.6006,1159.0437,10.6290,270.0148,8,90 ; 
545,1281.1134,2545.5876,10.6315,90.4074,30,1 ; 
420,1433.6541,2608.7395,10.6772,89.2627,6,76 ; 
508,1374.0249,2644.2893,11.1956,179.4467,1,1 ; 
437,1352.3561,2647.1230,10.9443,180.4328,105,20 ; 
451,1319.5608,2697.6628,10.5268,0.7027,61,61 ; 
437,1296.4653,2646.8472,10.9536,1.1869,54,7 ; 
506,1464.4520,2773.0771,10.3764,181.1781,3,3 ; 
546,1475.3710,2839.5518,10.6444,181.0346,11,11 ; 
541,1455.9503,2878.8362,10.4449,0.1368,51,1 ; 
545,1529.5756,2867.6501,10.6314,268.0443,39,1 ; 
421,1529.6301,2835.7375,10.6409,269.9234,62,62 ; 
457,1422.7972,2830.8291,10.4472,91.4126,13,1 ; 
457,1369.0237,2784.1589,10.4470,94.3731,34,1 ; 
457,1423.0651,2835.1399,10.4471,92.8884,58,1 ; 
572,1420.3008,2802.6375,10.4002,179.9108,30,1 ; 
561,1618.5776,2834.7361,10.6343,359.5821,25,78 ; 
581,1737.6124,2780.0356,10.6454,100.8438,54,1 ; 
579,1673.0441,2696.7334,10.7646,2.8550,37,37 ; 
522,1927.4393,2729.9841,10.3924,182.5768,6,25 ; 
562,1998.1213,2758.4885,10.4822,0.3794,116,1 ; 
542,2260.1184,2737.8931,10.5638,271.1407,24,118 ; 
498,2311.9609,2763.3215,10.8880,272.1044,13,120 ; 
421,2143.1143,2807.1777,10.5765,92.5022,30,72 ; 
480,2167.2463,2750.6987,10.5948,271.0785,12,12 ; 
419,2349.0527,2578.4849,10.6135,0.1656,2,39 ; 
448,2363.0669,2531.9736,10.4173,267.6790,3,6 ; 
541,2417.8662,2529.0085,10.4450,178.9855,36,8 ; 
415,2455.1401,2531.6060,21.6458,179.4472,0,1 ; 
418,2530.6252,2535.9524,21.9679,268.5749,81,81 ; 
436,2506.2002,2515.6663,21.6411,88.9685,11,1 ; 
429,2537.9023,2397.2529,3.8906,0.5158,10,10 ; 
474,2511.0984,2394.3940,10.5828,269.3660,97,1 ; 
477,2501.1006,2131.0410,10.4987,269.4453,92,1 ; 
518,2589.0198,2166.3142,10.4839,1.1502,17,1 ; 
533,2620.0979,2086.9114,10.5281,180.6504,79,1 ; 
535,2567.6167,2059.1948,10.5846,0.8758,28,1 ; 
541,2075.6462,1312.3136,10.2966,359.4287,2,1 ; 
546,2183.6970,1878.7114,10.5448,359.9918,78,38 ; 
410,2192.2410,1856.6902,10.6209,181.3348,75,1 ; 
480,2203.4363,1787.9412,10.5034,179.6947,60,1 ; 
541,2181.5310,1821.7205,10.4451,0.6193,51,1 ; 
533,2129.1848,1810.2720,10.3810,332.9410,74,1 ; 
477,2118.6621,1892.0770,10.3763,181.2668,6,6 ; 
410,2118.6233,1910.1948,10.7688,180.4238,40,110 ; 
496,2102.4214,2066.0054,10.5366,270.8547,66,72 ; 
477,2103.5483,2089.0322,10.5741,269.2954,101,1 ; 
516,2028.6848,2155.9724,10.6248,264.3126,2,39 ; 
522,1995.4116,2185.7837,10.3813,183.3891,36,105 ; 
508,2010.5963,2137.1594,11.1969,270.0610,1,1 ; 
414,2005.9337,2059.6008,10.9941,181.8287,110,93 ; 
414,2060.3394,2237.0127,10.5447,89.3482,121,93 ; 
448,2077.0784,2226.7166,10.4142,3.1701,3,6 ; 
420,2107.7361,2206.7979,10.8238,178.2615,6,76 ; 
516,2094.5530,2206.6326,10.5904,178.8517,119,45 ; 
477,2156.2788,2188.8767,10.3516,358.4281,14,14 ; 
415,2339.1323,2114.0562,10.4512,177.1576,20,1 ; 
409,2361.3320,2170.0618,10.5251,359.3094,1,1 ; 
461,2380.3523,2018.2645,10.3403,272.1906,13,1 ; 
587,2338.7590,1943.9525,10.4102,182.1740,40,1 ; 
482,2221.3479,1944.5293,9.7951,87.2554,37,37 ;
479,2272.5029,1953.1041,9.4899,179.0292,7,7 ; 
541,2244.7246,1997.9194,15.4282,0.8475,12,32 ; 
541,2222.4797,1936.1879,25.9241,88.7210,68,8 ;
415,2294.6262,1952.2435,26.0251,268.4258,7,7 ;
436,2246.8062,1939.5153,31.5463,179.6696,33,0 ;
461,2283.6470,1975.2380,28.4011,180.9682,62,62 ;
482,2217.0320,2048.4802,10.9456,89.9095,85,85 ; 
479,2296.6074,2046.1454,10.6169,271.5167,49,23 ; 
461,2259.0544,2065.4905,10.3873,2.1430,61,1 ; 
477,2272.6033,2326.2434,10.5272,88.5973,61,61 ; 
401,2464.2083,2236.9705,10.5507,88.6525,39,39 ; 
428,2242.5024,2231.3748,10.9010,270.8860,4,75 ; 
516,2007.5071,2263.2092,17.6074,2.4052,13,76 ; 
522,2014.7938,2244.9580,23.4848,269.4012,8,82 ; 
436,1907.2633,2290.8406,11.0000,180.4904,84,1 ; 
480,1705.0334,2242.9836,10.5941,179.6409,12,12 ; 
436,1691.1774,2131.1426,11.0800,91.2325,87,1 ; 
414,1842.6188,2090.4556,10.8907,176.3065,36,36 ; 
436,1908.1819,2078.6570,10.5695,270.3529,53,1 ; 
516,1912.8295,2158.5737,10.6165,271.8315,47,47 ; 
525,1963.4600,2171.0208,10.6913,257.1353,1,1 ; 
496,1993.2476,2058.3521,10.5367,357.2019,53,56 ; 
535,2075.9631,1677.7250,10.4351,0.1849,118,1 ; 
418,2452.3093,1357.8304,10.9134,359.7694,61,61 ; 
415,2447.5730,1327.1135,10.5908,179.6456,0,1 ; 
414,2612.0542,1429.5336,10.9140,183.7790,24,1 ; 
420,2488.5161,1534.1761,10.5240,231.4538,6,1 ; 
409,2481.3877,1544.0386,10.5123,202.9677,1,1 ; 
579,2498.4194,1676.3019,10.5524,1.3521,101,101 ; 
474,2463.0220,1676.7267,10.5831,359.3129,97,1 ; 
518,2788.6519,2431.3220,10.4912,314.8943,2,39 ; 
516,2815.1465,2406.8418,10.6541,315.8335,119,1 ; 
506,2833.4592,2309.8750,10.5247,179.7437,76,76 ; 
516,2891.3560,2379.1252,10.6230,270.9466,41,29 ; 
417,2093.3755,2415.1582,74.7678,94.3180,2,29 ;  
402,2095.8645,2410.8191,45.0503,267.7614,110,110 ; 
516,2104.4490,2396.0525,40.6341,271.3880,119,62 ; 
402,2095.8438,2398.7417,27.8898,268.8989,99,81 ; 
477,2086.5784,2416.6394,23.4231,90.8221,3,3 ; 
516,2103.9829,2419.3713,14.8978,270.8129,24,55 ;  
561,2065.8535,2479.7612,10.6989,359.7305,4,1 ;  
414,2130.8403,2514.2134,10.9140,193.6682,24,1 ; 
410,1900.4618,2437.4229,10.4740,92.5165,45,1 ; 
408,1730.6010,2336.2703,11.3685,2.6346,26,26 ; 
486,2707.1851,822.1658,10.7179,2.5507,1,1 ; 
486,2707.0010,908.6336,10.8980,176.3525,1,1 ; 
482,2697.6646,885.6911,10.3113,271.4880,71,71 ; 
554,2701.6409,828.3740,10.1758,359.8369,15,32 ; 
524,2635.2407,848.0072,6.7986,311.1720,61,27 ; 
524,2630.1240,851.0532,6.9725,315.8478,65,31 ; 
530,2687.1553,909.9475,10.4912,199.4376,111,1 ; 
530,2683.3469,908.7888,10.4567,197.7386,112,1 ; 
455,2685.8137,864.3542,10.3588,358.5818,84,58 ; 
560,2705.9065,788.8524,10.6037,359.2399,33,0 ; 
403,2873.0920,920.3176,11.3572,94.3495,28,1 ; 
403,2873.2283,913.3622,11.7676,85.7952,24,77 ; 
435,2855.4207,896.0324,11.1716,359.7548,24,77 ; trailer
435,2818.0835,897.6704,11.3012,359.2285,24,77 ; trailer
435,2827.5466,897.5560,11.2943,0.9414,24,77 ; trailer
530,2884.7034,941.7674,10.5161,90.4367,112,1 ; 
530,2833.1492,996.5211,10.5144,173.6816,13,1 ; 
482,2805.1533,968.8243,10.8708,178.9079,48,48 ; 
560,2817.4512,941.4572,10.4556,0.9883,9,39 ; 
578,2840.3525,994.4778,11.3743,176.8262,1,1 ;
